Codice ISTAT;Descrizione ISTAT;Ateco description;Codice Completo;Codice Dotless;Codice REA (solo num)
90.03.09;Altre creazioni artistiche e letterarie;Other artistic and literary creations;R.90.03.09;R900309;900309
90.04;Gestione di strutture artistiche;Management of artistic facilities;R.90.04;R9004;9004
90.04.0;Gestione di teatri, sale da concerto e altre strutture artistiche;Management of theaters, concert halls and other artistic facilities;R.90.04.0;R90040;90040
90.04.00;Gestione di teatri, sale da concerto e altre strutture artistiche;Management of theaters, concert halls and other artistic facilities;R.90.04.00;R900400;900400
91;ATTIVITÀ DI BIBLIOTECHE, ARCHIVI, MUSEI ED ALTRE ATTIVITÀ CULTURALI;ACTIVITIES OF LIBRARIES, ARCHIVES, MUSEUMS AND OTHER CULTURAL ACTIVITIES;R.91;R91;91
91.0;ATTIVITÀ DI BIBLIOTECHE, ARCHIVI, MUSEI ED ALTRE ATTIVITÀ CULTURALI;ACTIVITIES OF LIBRARIES, ARCHIVES, MUSEUMS AND OTHER CULTURAL ACTIVITIES;R.91.0;R910;910
91.01;Attività di biblioteche ed archivi;Library and archive activities;R.91.01;R9101;9101
91.01.0;Attività di biblioteche ed archivi;Library and archive activities;R.91.01.0;R91010;91010
91.01.00;Attività di biblioteche ed archivi;Library and archive activities;R.91.01.00;R910100;910100
91.02;Attività di musei;Museum activities;R.91.02;R9102;9102
91.02.0;Attività di musei;Museum activities;R.91.02.0;R91020;91020
91.02.00;Attività di musei;Museum activities;R.91.02.00;R910200;910200
91.03;Gestione di luoghi e monumenti storici e attrazioni simili;Management of historical places and monuments and similar attractions;R.91.03;R9103;9103
91.03.0;Gestione di luoghi e monumenti storici e attrazioni simili;Management of historical places and monuments and similar attractions;R.91.03.0;R91030;91030
91.03.00;Gestione di luoghi e monumenti storici e attrazioni simili;Management of historical places and monuments and similar attractions;R.91.03.00;R910300;910300
91.04;Attività degli orti botanici, dei giardini zoologici e delle riserve naturali;Activities of botanical gardens, zoos and nature reserves;R.91.04;R9104;9104
91.04.0;Attività degli orti botanici, dei giardini zoologici e delle riserve naturali;Activities of botanical gardens, zoos and nature reserves;R.91.04.0;R91040;91040
91.04.00;Attività degli orti botanici, dei giardini zoologici e delle riserve naturali;Activities of botanical gardens, zoos and nature reserves;R.91.04.00;R910400;910400
92;ATTIVITÀ RIGUARDANTI LE LOTTERIE, LE SCOMMESSE, LE CASE DA GIOCO;ACTIVITIES RELATING TO LOTTERIES, BETTING, GAMBLING HOUSES;R.92;R92;92
92.0;ATTIVITÀ RIGUARDANTI LE LOTTERIE, LE SCOMMESSE, LE CASE DA GIOCO;ACTIVITIES RELATING TO LOTTERIES, BETTING, GAMBLING HOUSES;R.92.0;R920;920
92.00;Attività riguardanti le lotterie, le scommesse, le case da gioco;ACTIVITIES RELATING TO LOTTERIES, BETTING, GAMBLING HOUSES;R.92.00;R9200;9200
92.00.0;Attività riguardanti le lotterie, le scommesse, le case da gioco;ACTIVITIES RELATING TO LOTTERIES, BETTING, GAMBLING HOUSES;R.92.00.0;R92000;92000
92.00.01;Ricevitorie del Lotto, SuperEnalotto, Totocalcio eccetera;Lotto, SuperEnalotto, Totocalcio, etc. ticket offices;R.92.00.01;R920001;920001
92.00.02;Gestione di apparecchi che consentono vincite in denaro funzionanti a moneta o a gettone;Management of coin- or token-operated machines that allow cash prizes;R.92.00.02;R920002;920002
92.00.09;Altre attività connesse con le lotterie e le scommesse;Other activities related to lotteries and betting;R.92.00.09;R920009;920009
93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;SPORTS, ENTERTAINMENT AND FUN ACTIVITIES;R.93;R93;93
93.1;ATTIVITÀ SPORTIVE;SPORTS ACTIVITIES;R.93.1;R931;931
93.11;Gestione di impianti sportivi;Management of sports facilities;R.93.11;R9311;9311
93.11.1;Gestione di stadi;Stadium Management;R.93.11.1;R93111;93111
93.11.10;Gestione di stadi;Stadium Management;R.93.11.10;R931110;931110
93.11.2;Gestione di piscine;Swimming pool management;R.93.11.2;R93112;93112
93.11.20;Gestione di piscine;Swimming pool management;R.93.11.20;R931120;931120
93.11.3;Gestione di impianti sportivi polivalenti;Management of multipurpose sports facilities;R.93.11.3;R93113;93113
93.11.30;Gestione di impianti sportivi polivalenti;Management of multipurpose sports facilities;R.93.11.30;R931130;931130
93.11.9;Gestione di altri impianti sportivi n.c.a.;Management of other sports facilities n.e.c.;R.93.11.9;R93119;93119
93.11.90;Gestione di altri impianti sportivi n.c.a.;Management of other sports facilities n.e.c.;R.93.11.90;R931190;931190
93.12;Attività di club sportivi;Sports club activities;R.93.12;R9312;9312
93.12.0;Attività di club sportivi;Sports club activities;R.93.12.0;R93120;93120
93.12.00;Attività di club sportivi;Sports club activities;R.93.12.00;R931200;931200
93.13;Palestre;Gyms;R.93.13;R9313;9313
93.13.0;Gestione di palestre;Gym Management;R.93.13.0;R93130;93130
93.13.00;Gestione di palestre;Gym Management;R.93.13.00;R931300;931300
93.19;Altre attività sportive;Other sports activities;R.93.19;R9319;9319
93.19.1;Enti e organizzazioni sportive, promozione di eventi sportivi;Sports organizations and bodies, promotion of sports events;R.93.19.1;R93191;93191
93.19.10;Enti e organizzazioni sportive, promozione di eventi sportivi;Sports organizations and bodies, promotion of sports events;R.93.19.10;R931910;931910
93.19.9;Attività sportive n.c.a.;Sports activities n.e.c.;R.93.19.9;R93199;93199
93.19.91;Ricarica di bombole per attività subacquee;Refilling tanks for underwater activities;R.93.19.91;R931991;931991
93.19.92;Attività delle guide alpine;Alpine guide activities;R.93.19.92;R931992;931992
93.19.99;Altre attività sportive n.c.a.;Other sporting activities n.e.c.;R.93.19.99;R931999;931999
93.2;ATTIVITÀ RICREATIVE E DI DIVERTIMENTO;RECREATIONAL AND ENTERTAINMENT ACTIVITIES;R.93.2;R932;932
93.21;Parchi di divertimento e parchi tematici;Amusement parks and theme parks;R.93.21;R9321;9321
93.21.0;Parchi di divertimento e parchi tematici;Amusement parks and theme parks;R.93.21.0;R93210;93210
93.21.01;Gestione di parchi di divertimento, tematici e acquatici, nei quali sono in genere previsti spettacoli, esibizioni e servizi;Management of amusement, theme and water parks, which generally include shows, performances and services;R.93.21.01;R932101;932101
93.21.02;Gestione di attrazioni e attività di spettacolo in forma itinerante (giostre) o di attività dello spettacolo viaggiante svolte con attrezzature smontabili, in spazi pubblici e privati;Management of attractions and entertainment activities in itinerant form (rides) or travelling entertainment activities carried out with demountable equipment, in public and private spaces;R.93.21.02;R932102;932102
93.29;Altre attività ricreative e di divertimento;Other recreational and entertainment activities;R.93.29;R9329;9329
93.29.1;Discoteche, sale da ballo night-club e simili;Discos, dance halls, night clubs and similar;R.93.29.1;R93291;93291
93.29.10;Discoteche, sale da ballo night-club e simili;Discos, dance halls, night clubs and similar;R.93.29.10;R932910;932910
93.29.2;Gestione di stabilimenti balneari: marittimi, lacuali e fluviali;Management of seaside, lake and river bathing establishments;R.93.29.2;R93292;93292
93.29.20;Gestione di stabilimenti balneari: marittimi, lacuali e fluviali;Management of seaside, lake and river bathing establishments;R.93.29.20;R932920;932920
93.29.3;Gestione di apparecchi che non consentono vincite in denaro funzionanti a moneta o a gettone;Management of machines that do not allow cash winnings and are operated by coins or tokens;R.93.29.3;R93293;93293
93.29.30;Gestione di apparecchi che non consentono vincite in denaro funzionanti a moneta o a gettone;Management of machines that do not allow cash winnings and are operated by coins or tokens;R.93.29.30;R932930;932930
93.29.9;Altre attività di intrattenimento e di divertimento n.c.a.;Other entertainment and recreation activities n.e.c.;R.93.29.9;R93299;93299
93.29.90;Altre attività di intrattenimento e di divertimento n.c.a.;Other entertainment and recreation activities n.e.c.;R.93.29.90;R932990;932990
S;ALTRE ATTIVITÀ DI SERVIZI;OTHER SERVICE ACTIVITIES;S;S;
94;ATTIVITÀ DI ORGANIZZAZIONI ASSOCIATIVE;ACTIVITIES OF ASSOCIATIVE ORGANIZATIONS;S.94;S94;94
94.1;ATTIVITÀ DI ORGANIZZAZIONI ECONOMICHE, DI DATORI DI LAVORO E PROFESSIONALI;ACTIVITIES OF ECONOMIC, EMPLOYER AND PROFESSIONAL ORGANIZATIONS;S.94.1;S941;941
94.11;Attività di organizzazioni economiche e di datori di lavoro;Activities of economic organizations and employers;S.94.11;S9411;9411
94.11.0;Attività di organizzazione di datori di lavoro, federazioni di industria, commercio, artigianato e servizi, associazioni, unioni, federazioni fra istituzioni;Organizational activities of employers, federations of industry, commerce, crafts and services, associations, unions, federations between institutions;S.94.11.0;S94110;94110
94.11.00;Attività di organizzazione di datori di lavoro, federazioni di industria, commercio, artigianato e servizi, associazioni, unioni, federazioni fra istituzioni;Organizational activities of employers, federations of industry, commerce, crafts and services, associations, unions, federations between institutions;S.94.11.00;S941100;941100
94.12;Attività di organizzazioni associative professionali;Activities of professional membership organizations;S.94.12;S9412;9412
94.12.1;Attività di federazioni e consigli di ordini e collegi professionali;Activities of federations and councils of professional orders and colleges;S.94.12.1;S94121;94121
94.12.10;Attività di federazioni e consigli di ordini e collegi professionali;Activities of federations and councils of professional orders and colleges;S.94.12.10;S941210;941210
94.12.2;Attività di associazioni professionali;Activities of professional associations;S.94.12.2;S94122;94122
94.12.20;Attività di associazioni professionali;Activities of professional associations;S.94.12.20;S941220;941220
94.2;ATTIVITÀ DEI SINDACATI DI LAVORATORI DIPENDENTI;ACTIVITIES OF EMPLOYEE TRADE UNIONS;S.94.2;S942;942
94.20;Attività dei sindacati di lavoratori dipendenti;ACTIVITIES OF EMPLOYEE TRADE UNIONS;S.94.20;S9420;9420
94.20.0;Attività dei sindacati di lavoratori dipendenti;ACTIVITIES OF EMPLOYEE TRADE UNIONS;S.94.20.0;S94200;94200
94.20.00;Attività dei sindacati di lavoratori dipendenti;ACTIVITIES OF EMPLOYEE TRADE UNIONS;S.94.20.00;S942000;942000
94.9;ATTIVITÀ DI ALTRE ORGANIZZAZIONI ASSOCIATIVE;ACTIVITIES OF OTHER ASSOCIATIVE ORGANIZATIONS;S.94.9;S949;949
94.91;Attività delle organizzazioni religiose nell'esercizio del culto;Activities of religious organizations in the exercise of worship;S.94.91;S9491;9491
94.91.0;Attività delle organizzazioni religiose nell'esercizio del culto;Activities of religious organizations in the exercise of worship;S.94.91.0;S94910;94910
94.91.00;Attività delle organizzazioni religiose nell'esercizio del culto;Activities of religious organizations in the exercise of worship;S.94.91.00;S949100;949100
94.92;Attività dei partiti e delle associazioni politiche;Activities of political parties and associations;S.94.92;S9492;9492
94.92.0;Attività dei partiti e delle associazioni politiche;Activities of political parties and associations;S.94.92.0;S94920;94920
94.92.00;Attività dei partiti e delle associazioni politiche;Activities of political parties and associations;S.94.92.00;S949200;949200
94.99;Attività di altre organizzazioni associative n.c.a.;Activities of other membership organizations n.e.c.;S.94.99;S9499;9499
94.99.1;Attività di organizzazioni per la tutela degli interessi e dei diritti dei cittadini;Activities of organizations for the protection of citizens' interests and rights;S.94.99.1;S94991;94991
94.99.10;Attività di organizzazioni per la tutela degli interessi e dei diritti dei cittadini;Activities of organizations for the protection of citizens' interests and rights;S.94.99.10;S949910;949910
94.99.2;Attività di organizzazioni che perseguono fini culturali, ricreativi e la coltivazione di hobby;Activities of organizations pursuing cultural, recreational, and hobby-related purposes;S.94.99.2;S94992;94992
94.99.20;Attività di organizzazioni che perseguono fini culturali, ricreativi e la coltivazione di hobby;Activities of organizations pursuing cultural, recreational, and hobby-related purposes;S.94.99.20;S949920;949920
94.99.3;Attività di organizzazioni patriottiche e associazioni combattentistiche;Activities of patriotic organizations and combatant associations;S.94.99.3;S94993;94993
94.99.30;Attività di organizzazioni patriottiche e associazioni combattentistiche;Activities of patriotic organizations and combatant associations;S.94.99.30;S949930;949930
94.99.4;Attività di organizzazioni per la cooperazione e la solidarietà internazionale;Activities of organizations for international cooperation and solidarity;S.94.99.4;S94994;94994
94.99.40;Attività di organizzazioni per la cooperazione e la solidarietà internazionale;Activities of organizations for international cooperation and solidarity;S.94.99.40;S949940;949940
94.99.5;Attività di organizzazioni per la filantropia;Activities of philanthropic organizations;S.94.99.5;S94995;94995
94.99.50;Attività di organizzazioni per la filantropia;Activities of philanthropic organizations;S.94.99.50;S949950;949950
94.99.6;Attività di organizzazioni per la promozione e la difesa degli animali e dell'ambiente;Activities of organizations for the promotion and defense of animals and the environment;S.94.99.6;S94996;94996
94.99.60;Attività di organizzazioni per la promozione e la difesa degli animali e dell'ambiente;Activities of organizations for the promotion and defense of animals and the environment;S.94.99.60;S949960;949960
94.99.9;Attività di altre organizzazioni associative n.c.a.;Activities of other membership organizations n.e.c.;S.94.99.9;S94999;94999
94.99.90;Attività di altre organizzazioni associative n.c.a.;Activities of other membership organizations n.e.c.;S.94.99.90;S949990;949990
95;RIPARAZIONE DI COMPUTER E DI BENI PER USO PERSONALE E PER LA CASA;COMPUTER AND PERSONAL AND HOUSEHOLD GOODS REPAIR;S.95;S95;95
95.1;RIPARAZIONE DI COMPUTER E DI APPARECCHIATURE PER LE COMUNICAZIONI;COMPUTER AND COMMUNICATIONS EQUIPMENT REPAIR;S.95.1;S951;951
95.11;Riparazione di computer e periferiche;Computer and peripheral repair;S.95.11;S9511;9511
95.11.0;Riparazione e manutenzione di computer e periferiche;Repair and maintenance of computers and peripherals;S.95.11.0;S95110;95110
95.11.00;Riparazione e manutenzione di computer e periferiche;Repair and maintenance of computers and peripherals;S.95.11.00;S951100;951100
95.12;Riparazione di apparecchiature per le comunicazioni;Communications equipment repair;S.95.12;S9512;9512
95.12.0;Riparazione e manutenzione di apparecchiature per le comunicazioni;Repair and maintenance of communications equipment;S.95.12.0;S95120;95120
95.12.01;Riparazione e manutenzione di telefoni fissi, cordless e cellulari;Repair and maintenance of landline, cordless and mobile phones;S.95.12.01;S951201;951201
95.12.09;Riparazione e manutenzione di altre apparecchiature per le comunicazioni;Repair and maintenance of other communications equipment;S.95.12.09;S951209;951209
